c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
c2,,,,,51.621244,-115.608378,,,,,,,,,,0.75,,20,
